ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"39.108.139.217","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","265","Aliyun Computing Co., LTD","11188","socks5","4739","1","2022-09-30T00:06:21.486Z","99","90","91"
"89.147.205.150","elite","AS39397","AZ","AZSTARNET","102","N/A","3128","socks5","5072","1","2022-09-30T00:05:59.278Z","97","95","98"
"47.98.183.59","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","253","Aliyun Computing Co., LTD","3128","socks5","4906","1","2022-09-30T00:05:55.192Z","98","84","86"
"139.99.90.50","elite","AS16276","SG","OVH SAS","154","OVH Singapore PTE. LTD","10981","socks5","2260","1","2022-09-30T00:05:40.023Z","100","84","84"
"27.40.93.117","elite","AS17816","CN","China Unicom Guangdong Province Network","238","N/A","38801","socks5","4932","1","2022-09-30T00:05:35.972Z","98","85","87"
"172.105.174.243","elite","AS63949","AU","Linode, LLC","276","Linode","3128","socks5","4291","1","2022-09-30T00:05:20.717Z","36","39","108"
"185.209.177.12","elite","AS396356","US","Maxihost LLC","147","Maxihost LLC","46925","socks5","5027","1","2022-09-30T00:05:17.036Z","99","90","91"
"187.191.53.155","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","136","Total Play Telecomunicaciones SA De CV","7497","socks5","4980","1","2022-09-30T00:05:17.052Z","97","70","72"
"31.128.248.2","elite","AS208139","UA","ISP Avator","42","\"Merlin-Telekom\" LLC","1080","socks5","4869","1","2022-09-30T00:05:09.350Z","99","107","108"
"210.179.101.88","elite","AS4766","KR","Korea Telecom","229","N/A","3128","socks5","4985","1","2022-09-30T00:05:05.753Z","100","61","61"
"165.225.240.95","elite","AS62044","NL","Zscaler Switzerland GmbH","13","Zscaler, Inc","10605","socks5","5219","1","2022-09-30T00:04:50.268Z","100","85","85"
"114.132.243.168","elite","AS45090","CN","CNC Group CHINA169 Hebei Province network","366","Tencent cloud computing (Beijing) Co., Ltd.","7890","socks5","5002","1","2022-09-30T00:04:46.521Z","63","40","64"
"178.62.202.227","elite","AS14061","NL","DigitalOcean, LLC","17","Digital Ocean","7497","socks5","884","1","2022-09-30T00:04:42.835Z","100","77","77"
"148.251.3.169","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","30046","socks5","5083","1","2022-09-30T00:04:20.024Z","100","73","73"
"173.249.15.6","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","63982","socks5","5060","1","2022-09-30T00:03:53.480Z","100","77","77"
"199.188.93.214","elite","AS64200","US","Vivid-hosting LLC","142","Vivid-hosting LLC","9000","socks5","4792","1","2022-09-30T00:03:38.655Z","99","107","108"
"1.0.0.4","elite","AS13335","AU","Cloudflare, Inc","1","APNIC and Cloudflare DNS Resolver project","80","socks5","4459","1","2022-09-30T00:03:31.074Z","100","74","74"
"223.199.16.104","elite","AS4134","CN","Chinanet","308","Hainan TELECOM","9999","socks5","4834","1","2022-09-30T00:03:16.080Z","66","60","91"
"149.202.23.207","elite","AS16276","ES","OVH SAS","5","Hekmatyar Koko","16379","socks5","2363","1","2022-09-30T00:03:04.065Z","100","108","108"
"107.150.50.226","elite","AS33387","US","Nocix, LLC","103","home","56970","socks5","4835","1","2022-09-30T00:02:52.432Z","100","88","88"
"111.220.90.41","elite","AS9443","AU","Vocus PTY LTD","277","Vocus PTY LTD","40938","socks5","5091","1","2022-09-30T00:02:52.434Z","98","55","56"
"104.19.120.84","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4775","1","2022-09-30T00:02:44.551Z","99","86","87"
"5.11.17.230","elite","AS42705","GB","talia.net","88","Talia Ltd","1080","socks5","880","1","2022-09-30T00:02:37.078Z","99","107","108"
"161.202.101.222","elite","AS36351","JP","SoftLayer","255","SoftLayer Technologies, Inc","1080","socks5","5005","1","2022-09-30T00:02:33.311Z","100","108","108"
"36.90.62.85","elite","AS7713","ID","PT. Telekomunikasi Indonesia","189","Telekomunikasi Indonesia","4145","socks5","4601","1","2022-09-30T00:02:33.307Z","77","40","52"
"42.194.168.94","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","248","Tencent cloud computing (Beijing) Co., Ltd.","27799","socks5","4554","1","2022-09-30T00:02:21.862Z","97","58","60"
"49.234.158.125","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","256","Tencent cloud computing (Beijing) Co., Ltd.","58339","socks5","4943","1","2022-09-30T00:02:18.185Z","34","36","105"
"213.149.103.133","elite","AS8585","ME","Crnogorski Telekom a.d.Podgorica","39","T ComServeri","61859","socks5","4948","1","2022-09-30T00:02:18.184Z","100","109","109"
"75.119.206.112","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","5065","1","2022-09-30T00:02:14.317Z","100","90","90"
"199.241.139.74","elite","AS29802","US","HIVELOCITY, Inc.","141","Strasmore, Inc.","25912","socks5","332","1","2022-09-30T00:02:10.493Z","98","60","61"
"162.0.220.161","elite","AS22612","US","Namecheap, Inc.","134","Namecheap, Inc.","48415","socks5","2476","1","2022-09-30T00:01:44.371Z","100","27","27"
"222.217.74.162","elite","AS4134","CN","Chinanet","316","Chinanet GX","1111","socks5","4897","1","2022-09-30T00:01:32.984Z","93","57","61"
"80.67.214.70","elite","AS33871","RU","Norilsk-Telecom","109","JSC Network","1080","socks5","4655","1","2022-09-30T00:01:29.220Z","88","95","108"
"217.115.115.252","elite","AS30900","IE","Sternforth Ltd.","22","Webworld","56792","socks5","4594","1","2022-09-30T00:01:29.235Z","98","106","108"
"114.116.246.230","elite","AS55990","CN","Huawei Cloud Service data center","208","Huawei Public Cloud Service","1080","socks5","3283","1","2022-09-30T00:01:25.581Z","95","103","108"
"161.117.180.105","elite","AS45102","SG","Alibaba.com Singapore E-Commerce Private Limited","329","N/A","1080","socks5","5205","1","2022-09-30T00:01:21.541Z","100","74","74"
"43.153.177.61","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","231","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","2159","1","2022-09-30T00:01:17.808Z","30","18","60"
"45.32.3.90","elite","AS20473","US","The Constant Company","86","Knoxville Internet","8888","socks5","3291","1","2022-09-30T00:01:14.182Z","100","31","31"
"89.111.133.217","elite","AS48287","RU","CENTER hosting","51","JSC Ru-center","9151","socks5","4943","1","2022-09-30T00:01:10.391Z","100","105","105"
"5.189.179.57","elite","AS51167","DE","Contabo GmbH","23","Contabo GmbH","57238","socks5","4811","3","2022-09-30T00:01:06.735Z","100","108","108"
"206.189.149.96","elite","AS14061","SG","DigitalOcean, LLC","156","Digital Ocean","1080","socks5","170","1","2022-09-30T00:00:28.748Z","100","49","49"
"188.166.231.167","elite","AS14061","SG","DigitalOcean, LLC","163","Digitalocean","7497","socks5","5089","1","2022-09-30T00:00:28.751Z","100","64","64"
"219.153.191.248","elite","AS4134","CN","Chinanet","259","Chinanet CQ","3256","socks5","3099","1","2022-09-30T00:00:17.141Z","100","35","35"
"217.115.115.253","elite","AS30900","IE","Sternforth Ltd.","23","Webworld","56792","socks5","1694","1","2022-09-30T00:00:05.760Z","96","105","109"
"51.159.105.70","elite","AS12876","FR","SCALEWAY","1","ONLINE","8080","socks5","4984","1","2022-09-29T23:59:50.755Z","100","108","108"
"91.121.79.58","elite","AS16276","FR","OVH SAS","5","OVH ISP","2499","socks5","4611","1","2022-09-29T23:59:43.271Z","100","97","97"
"139.59.186.196","elite","AS14061","GB","DIGITALOCEAN","17","DigitalOcean, LLC","7497","socks5","5175","1","2022-09-29T23:59:43.260Z","100","90","90"
"222.74.65.84","elite","AS4134","CN","Chinanet","248","Chinanet NM","38051","socks5","5097","1","2022-09-29T23:59:24.502Z","98","49","50"
"167.71.170.135","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","19336","socks5","4847","1","2022-09-29T23:59:24.503Z","100","108","108"
"146.145.199.122","elite","AS7029","US","Windstream Communications LLC","87","Colo16","8080","socks5","2903","1","2022-09-29T23:59:17.223Z","100","26","26"
"128.199.79.8","elite","AS14061","SG","DigitalOcean, LLC","163","Digital Ocean","7497","socks5","5060","1","2022-09-29T23:59:13.492Z","100","72","72"
"110.243.2.186","elite","AS4837","CN","China Unicom Hebei Province Network","203","N/A","9999","socks5","5192","1","2022-09-29T23:58:50.956Z","98","52","53"
"106.14.207.142","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","246","Aliyun Computing Co., LTD","8081","socks5","5113","1","2022-09-29T23:58:47.150Z","96","73","76"
"128.199.142.101","elite","AS14061","SG","DigitalOcean, LLC","156","Digital Ocean","10106","socks5","3918","1","2022-09-29T23:58:47.144Z","100","108","108"
"94.130.73.19","elite","AS24940","DE","Hetzner Online GmbH","12","Hetzner","1037","socks5","5107","1","2022-09-29T23:58:39.789Z","100","50","50"
"104.129.199.57","elite","AS22616","US","ZSCALER, INC.","139","Zscaler, Inc.","8800","socks5","4856","1","2022-09-29T23:58:36.028Z","94","102","108"
"222.223.115.225","elite","AS4134","CN","Chinanet","260","Chinanet HE","7302","socks5","4717","1","2022-09-29T23:58:28.623Z","90","97","108"
"217.115.115.236","elite","AS30900","IE","Sternforth Ltd.","25","Webworld","50702","socks5","4907","1","2022-09-29T23:58:28.623Z","97","105","108"
"183.172.51.14","elite","AS4538","CN","CERNET","279","N/A","7890","socks5","4895","1","2022-09-29T23:58:17.158Z","31","16","52"
"178.32.47.218","elite","AS16276","BE","OVH ISP","4","OVH BE","38650","socks5","3273","3","2022-09-29T23:58:05.771Z","100","93","93"
"203.30.188.247","elite","AS209242","BZ","Cloudflare London","2","Umpire Associates LTD","80","socks5","5037","1","2022-09-29T23:57:58.045Z","99","106","107"
"159.65.24.24","elite","AS14061","GB","DigitalOcean, LLC","18","Digital Ocean","9050","socks5","4987","1","2022-09-29T23:57:58.047Z","100","108","108"
"106.75.171.132","elite","AS58466","CN","UCLOUD","250","Shanghai UCloud Information Technology Company Limited","3000","socks5","4432","1","2022-09-29T23:57:39.622Z","92","78","85"
"114.246.180.148","elite","AS4808","CN","China Unicom Beijing Province Network","265","N/A","1080","socks5","4896","1","2022-09-29T23:57:39.628Z","92","70","76"
"45.196.151.62","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks5","5149","1","2022-09-29T23:57:20.969Z","100","46","46"
"5.189.63.14","elite","AS12668","RU","MIRALOGIC","84","LLC KOMTEHCENTR FTTB Customers","20996","socks5","4213","1","2022-09-29T23:57:20.967Z","91","94","103"
"188.165.196.197","elite","AS16276","FR","OVH SAS","4","OVH ISP","56691","socks5","5012","1","2022-09-29T23:57:20.978Z","76","71","94"
"176.103.51.24","elite","AS48031","UA","PE Ivanov Vitaliy Sergeevich","56","XServer UA","30421","socks5","5130","1","2022-09-29T23:56:35.894Z","96","104","108"
"92.222.237.74","elite","AS16276","FR","OVH SAS","5","LCC LCC","8888","socks5","4837","1","2022-09-29T23:56:32.138Z","100","86","86"
"167.86.92.113","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","53526","socks5","5067","1","2022-09-29T23:56:28.329Z","100","97","97"
"172.104.67.157","elite","AS63949","JP","Linode, LLC","219","Linode","9050","socks5","1037","1","2022-09-29T23:56:20.911Z","100","12","12"
"23.225.14.198","elite","AS40065","US","Cnservers LLC","147","CloudRadium L.L.C","59774","socks5","4993","1","2022-09-29T23:56:20.912Z","75","70","93"
"119.28.74.177","elite","AS132203","HK","ComsenzNet","244","Tencent cloud computing (Beijing) Co., Ltd.","10004","socks5","4607","1","2022-09-29T23:56:17.192Z","99","107","108"
"66.33.210.54","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","17567","socks5","4965","1","2022-09-29T23:56:05.919Z","100","91","91"
"47.243.138.23","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","264","Alibaba.com LLC","8888","socks5","5068","1","2022-09-29T23:55:32.091Z","56","61","108"
"43.152.192.217","elite","AS132203","IN","Shenzhen Tencent Computer Systems Company Limited","121","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4940","1","2022-09-29T23:55:20.562Z","51","31","61"
"14.161.24.62","elite","AS45899","VN","VNPT","264","Vietnam Posts and Telecommunications Group","1088","socks5","4281","1","2022-09-29T23:55:16.938Z","99","107","108"
"170.245.109.91","elite","AS263152","BR","Migo Telecom","245","Migo Telecom","80","socks5","4948","1","2022-09-29T23:54:51.027Z","93","52","56"
"51.210.21.189","elite","AS16276","FR","OVH SAS","6","EL Zayat Hadi","1080","socks5","4914","1","2022-09-29T23:54:35.948Z","100","108","108"
"43.153.56.181","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","147","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","3272","1","2022-09-29T23:54:32.278Z","11","7","61"
"103.127.250.123","elite","AS138527","HK","ADC GROUP CO.","167","ADC GROUP CO., LIMITED","9999","socks5","5051","1","2022-09-29T23:54:20.795Z","100","109","109"
"60.48.191.51","elite","AS4788","MY","Tmnet, Telekom Malaysia Bhd.","158","Adsl Streamyx","8080","socks5","4882","1","2022-09-29T23:53:54.370Z","72","48","67"
"181.3.75.194","elite","AS7303","AR","Telecom Argentina S.A.","649","Telecom Personal Bs","1080","socks5","5051","1","2022-09-29T23:53:50.584Z","37","25","68"
"195.154.43.86","elite","AS12876","FR","Online S.A.S.","1","ONLINE","37630","socks5","5174","1","2022-09-29T23:53:39.155Z","100","83","83"
"146.66.138.242","elite","AS201735","ES","PROPHASE ELECTRONICS, S.L.","67","Wifibaleares","8080","socks5","5163","1","2022-09-29T23:53:31.708Z","100","35","35"
"114.242.125.237","elite","AS4808","CN","China Unicom Beijing Province Network","245","N/A","1080","socks5","5194","1","2022-09-29T23:53:31.712Z","100","61","61"
"142.93.250.71","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","7497","socks5","4818","1","2022-09-29T23:53:24.165Z","100","106","106"
"113.125.45.40","elite","AS58519","CN","Cloud Computing Corporation","284","Chinanet SD","59290","socks5","5030","1","2022-09-29T23:53:09.060Z","94","102","108"
"162.0.220.219","elite","AS22612","US","Namecheap, Inc.","134","Namecheap, Inc.","11395","socks5","4795","1","2022-09-29T23:52:46.830Z","100","91","91"
"178.128.21.134","elite","AS14061","SG","DigitalOcean, LLC","163","Digitalocean","7497","socks5","4678","1","2022-09-29T23:52:43.067Z","100","76","76"
"66.33.210.93","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","17567","socks5","4691","1","2022-09-29T23:52:35.644Z","100","92","92"
"37.120.192.154","elite","AS9009","NL","M247 Ltd","18","M247 LTD","8080","socks5","4984","1","2022-09-29T23:52:31.641Z","100","67","67"
